send_date,email_job_id,email_sender_name,email_content_name,email_subject,email_sends,email_unique_opens,email_unique_clicks,email_unique_unsubscribes
12/01/2025,4892553,Equipe CRM,CAMPANHA 2025 - Dia das Mães,Descubra nossa nova coleção de dia das mães,231195,51975,8592,557
20/04/2025,4812205,Suporte ao Cliente,CAMPANHA 2025 - Dia das Mães,Oferta exclusiva de dia das mães só para você,396669,118875,20906,807
22/04/2025,4154444,Equipe CRM,CAMPANHA 2025 - Dia dos Pais,Preços imperdíveis nesta dia dos pais,726391,150074,25718,1655
03/02/2025,4514550,Equipe CRM,CAMPANHA 2025 - Liquidação,É hoje: campanha especial liquidação,112635,27600,3956,106
02/03/2025,4310226,Equipe Produtos,CAMPANHA 2025 - Black Friday,Oferta exclusiva de black friday só para você,243944,90954,15715,482
15/03/2025,4228576,Relacionamento,CAMPANHA 2025 - Liquidação,Só até amanhã: liquidação com frete grátis,423976,151084,12055,1045
17/02/2025,4551504,Equipe Produtos,CAMPANHA 2025 - Black Friday,É hoje: campanha especial black friday,137230,53575,3190,243
22/05/2025,4109728,Marketing Digital,CAMPANHA 2025 - Ano Novo,Só até amanhã: ano novo com frete grátis,396664,112916,9009,548
31/01/2025,4318584,Suporte ao Cliente,CAMPANHA 2025 - Ano Novo,Não perca: novidades de ano novo,127210,38748,3007,96
12/06/2025,4494611,Comunicação Interna,CAMPANHA 2025 - Liquidação,Você foi selecionado(a) para descontos de liquidação,708704,190578,15820,1584
09/03/2025,4161072,Marketing Digital,CAMPANHA 2025 - Dia das Mães,É hoje: campanha especial dia das mães,434187,152151,18332,204
12/03/2025,4718520,Equipe Vendas,CAMPANHA 2025 - Lançamento de Coleção,Últimos dias da promoção lançamento de coleção,696672,299093,19254,339
05/02/2025,4873892,Marketing Digital,CAMPANHA 2025 - Inverno,Surpresa! Presentes de inverno esperando por você,194129,44758,2995,457
06/04/2025,4911527,Comunicação Interna,CAMPANHA 2025 - Black Friday,Surpresa! Presentes de black friday esperando por você,220240,47581,4419,491
27/05/2025,4999208,Equipe CRM,CAMPANHA 2025 - Dia dos Pais,Descubra nossa nova coleção de dia dos pais,402308,122195,14356,221
09/04/2025,4465361,Suporte ao Cliente,CAMPANHA 2025 - Lançamento de Coleção,Preços imperdíveis nesta lançamento de coleção,650026,204915,21151,664
21/05/2025,4802413,Suporte ao Cliente,CAMPANHA 2025 - Natal,Só até amanhã: natal com frete grátis,10282,1446,312,9
19/01/2025,4780491,Equipe CRM,CAMPANHA 2025 - Dia das Mães,Surpresa! Presentes de dia das mães esperando por você,645722,155269,30557,430
15/05/2025,4715586,Newsletter Especial,CAMPANHA 2025 - Natal,Só até amanhã: natal com frete grátis,59943,7709,1533,25
14/02/2025,4292188,Relacionamento,CAMPANHA 2025 - Dia dos Pais,Descubra nossa nova coleção de dia dos pais,622399,164799,28557,372
03/03/2025,4930333,Relacionamento,CAMPANHA 2025 - Férias,Corre! Estoques limitados para férias,126323,15208,2614,247
09/01/2025,4664755,Equipe Produtos,CAMPANHA 2025 - Verão,É hoje: campanha especial verão,482613,122824,9179,1151
27/01/2025,4695232,Marketing Digital,CAMPANHA 2025 - Ano Novo,Preços imperdíveis nesta ano novo,463562,98944,13602,452
11/04/2025,4873244,Suporte ao Cliente,CAMPANHA 2025 - Dia das Mães,É hoje: campanha especial dia das mães,30249,11291,1967,13
05/03/2025,4073276,Equipe Produtos,CAMPANHA 2025 - Ano Novo,Corre! Estoques limitados para ano novo,202512,71805,14039,487
08/06/2025,4511501,Comunicação Interna,CAMPANHA 2025 - Verão,Preços imperdíveis nesta verão,147880,36541,6258,315
02/02/2025,4855926,Time Promoções,CAMPANHA 2025 - Black Friday,Descubra nossa nova coleção de black friday,442638,117477,25087,580
09/04/2025,4947824,Equipe Vendas,CAMPANHA 2025 - Dia das Mães,Só até amanhã: dia das mães com frete grátis,798337,152699,14415,1202
18/03/2025,4955910,Time Promoções,CAMPANHA 2025 - Liquidação,Preços imperdíveis nesta liquidação,257047,43108,2326,346
16/05/2025,4679969,Suporte ao Cliente,CAMPANHA 2025 - Aniversário da Loja,Descubra nossa nova coleção de aniversário da loja,729032,132850,8168,806
11/01/2025,4736941,Suporte ao Cliente,CAMPANHA 2025 - Black Friday,Você foi selecionado(a) para descontos de black friday,278565,44007,5523,601
02/06/2025,4122258,Newsletter Especial,CAMPANHA 2025 - Férias,Surpresa! Presentes de férias esperando por você,583739,158026,20016,586
31/03/2025,4986419,Newsletter Especial,CAMPANHA 2025 - Dia das Mães,Últimos dias da promoção dia das mães,129339,28438,1837,70
13/04/2025,4871119,Equipe Vendas,CAMPANHA 2025 - Ano Novo,Só até amanhã: ano novo com frete grátis,596512,218138,37513,1460
20/01/2025,4848108,Newsletter Especial,CAMPANHA 2025 - Aniversário da Loja,Você foi selecionado(a) para descontos de aniversário da loja,571589,149888,20202,645
08/05/2025,4107063,Marketing Digital,CAMPANHA 2025 - Ano Novo,É hoje: campanha especial ano novo,636861,108796,9679,1172
07/06/2025,4352301,Time Promoções,CAMPANHA 2025 - Ano Novo,Só até amanhã: ano novo com frete grátis,644092,109287,19764,1510
14/02/2025,4095073,Equipe Marketing,CAMPANHA 2025 - Black Friday,É hoje: campanha especial black friday,542454,65094,10228,1046
15/01/2025,4468640,Comunicação Interna,CAMPANHA 2025 - Verão,Só até amanhã: verão com frete grátis,395785,94657,10029,673
05/06/2025,4604423,Time Promoções,CAMPANHA 2025 - Aniversário da Loja,Preços imperdíveis nesta aniversário da loja,222666,73216,5053,378
21/04/2025,4500215,Relacionamento,CAMPANHA 2025 - Dia das Mães,Descubra nossa nova coleção de dia das mães,600437,109124,5574,492
31/03/2025,4559706,Equipe CRM,CAMPANHA 2025 - Black Friday,Últimos dias da promoção black friday,428789,83087,17760,623
06/02/2025,4848871,Equipe Produtos,CAMPANHA 2025 - Verão,Você foi selecionado(a) para descontos de verão,634268,151787,12158,1164
08/06/2025,4764860,Equipe Marketing,CAMPANHA 2025 - Ano Novo,Oferta exclusiva de ano novo só para você,491474,151162,18046,525
28/03/2025,4400780,Relacionamento,CAMPANHA 2025 - Natal,Não perca: novidades de natal,366957,106198,8429,628
16/03/2025,4126819,Time Promoções,CAMPANHA 2025 - Ano Novo,Descubra nossa nova coleção de ano novo,361853,83020,15798,514
15/05/2025,4487911,Equipe CRM,CAMPANHA 2025 - Natal,É hoje: campanha especial natal,264819,34302,2024,248
06/05/2025,4673453,Suporte ao Cliente,CAMPANHA 2025 - Black Friday,Não perca: novidades de black friday,397038,91159,16857,754
28/01/2025,4463130,Time Promoções,CAMPANHA 2025 - Natal,Surpresa! Presentes de natal esperando por você,97714,13890,1983,129
05/05/2025,4510991,Equipe Vendas,CAMPANHA 2025 - Férias,Corre! Estoques limitados para férias,446897,105705,9583,1051
01/05/2025,4342168,Comunicação Interna,CAMPANHA 2025 - Férias,Surpresa! Presentes de férias esperando por você,37408,6767,1286,44
05/06/2025,4620118,Equipe Produtos,CAMPANHA 2025 - Liquidação,Não perca: novidades de liquidação,579519,212036,18062,981
14/02/2025,4957084,Marketing Digital,CAMPANHA 2025 - Natal,Últimos dias da promoção natal,441475,85517,12211,705
22/04/2025,4636341,Newsletter Especial,CAMPANHA 2025 - Natal,É hoje: campanha especial natal,204633,36221,1888,404
12/02/2025,4750681,Relacionamento,CAMPANHA 2025 - Férias,Oferta exclusiva de férias só para você,73297,8796,1539,68
05/01/2025,4681215,Comunicação Interna,CAMPANHA 2025 - Ano Novo,Só até amanhã: ano novo com frete grátis,26832,7848,452,58
16/05/2025,4880076,Suporte ao Cliente,CAMPANHA 2025 - Liquidação,Descubra nossa nova coleção de liquidação,332400,67987,3849,164
24/04/2025,4388050,Equipe Vendas,CAMPANHA 2025 - Liquidação,Só até amanhã: liquidação com frete grátis,221783,82101,15233,543
20/02/2025,4878538,Marketing Digital,CAMPANHA 2025 - Férias,Oferta exclusiva de férias só para você,449283,164315,17728,1032
21/03/2025,4867119,Relacionamento,CAMPANHA 2025 - Aniversário da Loja,Você foi selecionado(a) para descontos de aniversário da loja,538265,146440,21439,532
27/04/2025,4936404,Suporte ao Cliente,CAMPANHA 2025 - Lançamento de Coleção,Corre! Estoques limitados para lançamento de coleção,482510,100593,20978,1050
26/01/2025,4046675,Equipe CRM,CAMPANHA 2025 - Liquidação,Corre! Estoques limitados para liquidação,399724,98138,21501,261
12/03/2025,4828154,Relacionamento,CAMPANHA 2025 - Verão,Você foi selecionado(a) para descontos de verão,33690,6227,1333,15
28/03/2025,4185650,Newsletter Especial,CAMPANHA 2025 - Verão,Oferta exclusiva de verão só para você,215246,66748,7656,452
24/02/2025,4279576,Equipe Vendas,CAMPANHA 2025 - Lançamento de Coleção,Você foi selecionado(a) para descontos de lançamento de coleção,293738,51970,8945,659
07/05/2025,4634411,Comunicação Interna,CAMPANHA 2025 - Natal,Você foi selecionado(a) para descontos de natal,298705,44807,3472,684
27/03/2025,4487126,Newsletter Especial,CAMPANHA 2025 - Inverno,É hoje: campanha especial inverno,355910,81612,8132,487
07/01/2025,4546970,Relacionamento,CAMPANHA 2025 - Férias,Não perca: novidades de férias,677537,193046,22950,759
18/05/2025,4058435,Equipe Vendas,CAMPANHA 2025 - Black Friday,É hoje: campanha especial black friday,491000,157650,25493,1128
14/01/2025,4664744,Equipe CRM,CAMPANHA 2025 - Verão,Você foi selecionado(a) para descontos de verão,70774,15131,991,101
05/04/2025,4391109,Equipe CRM,CAMPANHA 2025 - Inverno,Surpresa! Presentes de inverno esperando por você,481556,153814,9449,345
19/03/2025,4950832,Equipe CRM,CAMPANHA 2025 - Inverno,Últimos dias da promoção inverno,677107,212230,38906,593
15/04/2025,4772139,Time Promoções,CAMPANHA 2025 - Liquidação,Descubra nossa nova coleção de liquidação,551423,140194,20857,387
11/04/2025,4038171,Equipe Produtos,CAMPANHA 2025 - Aniversário da Loja,Corre! Estoques limitados para aniversário da loja,797637,270126,40241,1515
23/03/2025,4819368,Relacionamento,CAMPANHA 2025 - Dia dos Pais,Últimos dias da promoção dia dos pais,790330,95676,11867,1764
25/02/2025,4128716,Marketing Digital,CAMPANHA 2025 - Dia dos Pais,Oferta exclusiva de dia dos pais só para você,638512,156628,31571,760
30/01/2025,4449426,Newsletter Especial,CAMPANHA 2025 - Aniversário da Loja,Últimos dias da promoção aniversário da loja,115383,25110,2386,145
27/04/2025,4887824,Marketing Digital,CAMPANHA 2025 - Aniversário da Loja,Descubra nossa nova coleção de aniversário da loja,122739,31098,1565,244
20/03/2025,4825810,Time Promoções,CAMPANHA 2025 - Volta às Aulas,Oferta exclusiva de volta às aulas só para você,443370,75175,12060,945
19/03/2025,4696480,Newsletter Especial,CAMPANHA 2025 - Liquidação,Só até amanhã: liquidação com frete grátis,185087,55282,11055,277
30/05/2025,4829845,Time Promoções,CAMPANHA 2025 - Black Friday,Últimos dias da promoção black friday,678007,216620,44331,922
02/05/2025,4700737,Comunicação Interna,CAMPANHA 2025 - Ano Novo,Você foi selecionado(a) para descontos de ano novo,645227,149891,11632,1194
16/03/2025,4784940,Newsletter Especial,CAMPANHA 2025 - Verão,É hoje: campanha especial verão,454748,99925,11991,322
07/05/2025,4436660,Equipe Marketing,CAMPANHA 2025 - Dia dos Pais,Oferta exclusiva de dia dos pais só para você,769237,131628,16416,1653
18/02/2025,4099520,Newsletter Especial,CAMPANHA 2025 - Liquidação,É hoje: campanha especial liquidação,253264,75863,11824,316
29/05/2025,4393199,Equipe Vendas,CAMPANHA 2025 - Dia das Mães,Você foi selecionado(a) para descontos de dia das mães,148371,17805,1937,319
13/01/2025,4043482,Equipe CRM,CAMPANHA 2025 - Dia das Mães,Corre! Estoques limitados para dia das mães,254351,52450,9806,346
10/01/2025,4667906,Equipe CRM,CAMPANHA 2025 - Verão,Você foi selecionado(a) para descontos de verão,484989,130246,21724,1115
18/03/2025,4395354,Equipe Produtos,CAMPANHA 2025 - Férias,Você foi selecionado(a) para descontos de férias,649629,184636,21540,1332
26/04/2025,4369776,Equipe Produtos,CAMPANHA 2025 - Lançamento de Coleção,Surpresa! Presentes de lançamento de coleção esperando por você,497142,186352,27920,377
21/01/2025,4910714,Time Promoções,CAMPANHA 2025 - Inverno,Descubra nossa nova coleção de inverno,404955,111620,15334,509
12/04/2025,4804722,Newsletter Especial,CAMPANHA 2025 - Verão,Últimos dias da promoção verão,51536,10390,618,65
19/05/2025,4528147,Relacionamento,CAMPANHA 2025 - Aniversário da Loja,Preços imperdíveis nesta aniversário da loja,28453,9555,558,17
29/01/2025,4563646,Suporte ao Cliente,CAMPANHA 2025 - Dia dos Pais,É hoje: campanha especial dia dos pais,427488,128392,16226,606
17/05/2025,4066149,Equipe Marketing,CAMPANHA 2025 - Volta às Aulas,É hoje: campanha especial volta às aulas,69043,15839,2719,111
30/04/2025,4201043,Equipe Vendas,CAMPANHA 2025 - Liquidação,Últimos dias da promoção liquidação,734565,296191,48945,483
26/02/2025,4888850,Marketing Digital,CAMPANHA 2025 - Lançamento de Coleção,Não perca: novidades de lançamento de coleção,587539,143138,31401,989
18/02/2025,4210290,Comunicação Interna,CAMPANHA 2025 - Aniversário da Loja,Você foi selecionado(a) para descontos de aniversário da loja,103143,26909,3832,140
16/01/2025,4045201,Equipe Produtos,CAMPANHA 2025 - Lançamento de Coleção,Corre! Estoques limitados para lançamento de coleção,642017,175459,22976,1307
25/01/2025,4977977,Equipe Produtos,CAMPANHA 2025 - Black Friday,Não perca: novidades de black friday,443095,114969,21480,306
11/06/2025,4513890,Time Promoções,CAMPANHA 2025 - Black Friday,Você foi selecionado(a) para descontos de black friday,155691,53809,11542,378
20/05/2025,4126514,Equipe Produtos,CAMPANHA 2025 - Aniversário da Loja,É hoje: campanha especial aniversário da loja,127858,38533,8065,230
10/04/2025,4121365,Equipe Vendas,CAMPANHA 2025 - Black Friday,Oferta exclusiva de black friday só para você,519709,95903,11230,646
04/04/2025,4710604,Equipe CRM,CAMPANHA 2025 - Black Friday,Surpresa! Presentes de black friday esperando por você,292845,86319,5515,332
13/01/2025,4108590,Equipe Vendas,CAMPANHA 2025 - Dia das Mães,Corre! Estoques limitados para dia das mães,774343,174323,29827,1429
30/01/2025,4248587,Equipe Marketing,CAMPANHA 2025 - Aniversário da Loja,É hoje: campanha especial aniversário da loja,112982,33297,4227,176
04/05/2025,4815892,Equipe Vendas,CAMPANHA 2025 - Verão,Oferta exclusiva de verão só para você,485675,87948,16689,1165
05/05/2025,4351063,Suporte ao Cliente,CAMPANHA 2025 - Aniversário da Loja,Corre! Estoques limitados para aniversário da loja,207106,33899,3121,372
28/01/2025,4769523,Equipe Produtos,CAMPANHA 2025 - Inverno,Preços imperdíveis nesta inverno,471739,100018,17244,946
24/05/2025,4082226,Suporte ao Cliente,CAMPANHA 2025 - Férias,Últimos dias da promoção férias,303282,36394,2711,624
19/03/2025,4842365,Suporte ao Cliente,CAMPANHA 2025 - Liquidação,Surpresa! Presentes de liquidação esperando por você,77748,27655,4166,181
12/02/2025,4411976,Equipe Vendas,CAMPANHA 2025 - Verão,Últimos dias da promoção verão,9857,2957,494,12
06/01/2025,4443585,Suporte ao Cliente,CAMPANHA 2025 - Lançamento de Coleção,Oferta exclusiva de lançamento de coleção só para você,68896,18573,1303,67
12/05/2025,4208098,Marketing Digital,CAMPANHA 2025 - Lançamento de Coleção,Você foi selecionado(a) para descontos de lançamento de coleção,612848,140494,17152,1520
18/02/2025,4788205,Suporte ao Cliente,CAMPANHA 2025 - Volta às Aulas,Surpresa! Presentes de volta às aulas esperando por você,218225,49210,4503,121
10/05/2025,4557153,Suporte ao Cliente,CAMPANHA 2025 - Lançamento de Coleção,Você foi selecionado(a) para descontos de lançamento de coleção,463177,124937,11864,709
16/05/2025,4132181,Marketing Digital,CAMPANHA 2025 - Aniversário da Loja,Preços imperdíveis nesta aniversário da loja,176110,44035,4459,338
12/03/2025,4476707,Comunicação Interna,CAMPANHA 2025 - Férias,Descubra nossa nova coleção de férias,343921,135390,22263,142
12/01/2025,4916873,Time Promoções,CAMPANHA 2025 - Aniversário da Loja,Não perca: novidades de aniversário da loja,295859,75570,4256,311
23/01/2025,4026190,Equipe Produtos,CAMPANHA 2025 - Natal,Só até amanhã: natal com frete grátis,291273,94002,11845,617
26/05/2025,4986521,Relacionamento,CAMPANHA 2025 - Dia dos Pais,Só até amanhã: dia dos pais com frete grátis,35969,8461,1727,70
14/05/2025,4910756,Marketing Digital,CAMPANHA 2025 - Black Friday,Só até amanhã: black friday com frete grátis,287182,99476,20453,235
06/06/2025,4119118,Equipe Produtos,CAMPANHA 2025 - Férias,Surpresa! Presentes de férias esperando por você,760674,318774,33029,1592
06/03/2025,4711507,Relacionamento,CAMPANHA 2025 - Lançamento de Coleção,Últimos dias da promoção lançamento de coleção,140755,25223,4551,312
18/03/2025,4110038,Equipe Marketing,CAMPANHA 2025 - Férias,Corre! Estoques limitados para férias,63687,15468,2052,58
03/01/2025,4423678,Equipe Produtos,CAMPANHA 2025 - Férias,Descubra nossa nova coleção de férias,466607,57437,4683,232
04/01/2025,4770412,Equipe CRM,CAMPANHA 2025 - Dia das Mães,Não perca: novidades de dia das mães,344903,75475,13144,671
26/05/2025,4937248,Equipe CRM,CAMPANHA 2025 - Dia das Mães,É hoje: campanha especial dia das mães,684946,198951,35869,1217
25/03/2025,4816388,Marketing Digital,CAMPANHA 2025 - Dia dos Pais,Corre! Estoques limitados para dia dos pais,235660,50163,8639,120
12/02/2025,4619295,Equipe Marketing,CAMPANHA 2025 - Volta às Aulas,Não perca: novidades de volta às aulas,666624,150317,19165,1601
22/05/2025,4312493,Equipe Produtos,CAMPANHA 2025 - Verão,Oferta exclusiva de verão só para você,524882,182273,13711,540
24/01/2025,4237993,Time Promoções,CAMPANHA 2025 - Aniversário da Loja,Preços imperdíveis nesta aniversário da loja,703805,138551,13564,714
24/05/2025,4019971,Time Promoções,CAMPANHA 2025 - Volta às Aulas,Surpresa! Presentes de volta às aulas esperando por você,179713,60967,11852,341
18/04/2025,4655276,Marketing Digital,CAMPANHA 2025 - Lançamento de Coleção,Últimos dias da promoção lançamento de coleção,568020,68162,7322,376
08/03/2025,4137958,Relacionamento,CAMPANHA 2025 - Dia das Mães,Descubra nossa nova coleção de dia das mães,470463,114743,17793,886
26/05/2025,4572887,Equipe Vendas,CAMPANHA 2025 - Volta às Aulas,Você foi selecionado(a) para descontos de volta às aulas,451885,88466,16178,412
27/02/2025,4026209,Newsletter Especial,CAMPANHA 2025 - Férias,É hoje: campanha especial férias,481098,114689,17417,194
24/01/2025,4974637,Equipe Marketing,CAMPANHA 2025 - Dia das Mães,Só até amanhã: dia das mães com frete grátis,69618,24666,2856,153
25/04/2025,4016313,Suporte ao Cliente,CAMPANHA 2025 - Inverno,Não perca: novidades de inverno,458497,128235,10810,1041
14/05/2025,4480549,Marketing Digital,CAMPANHA 2025 - Volta às Aulas,Você foi selecionado(a) para descontos de volta às aulas,458242,101537,5779,626
18/02/2025,4355027,Equipe Marketing,CAMPANHA 2025 - Inverno,É hoje: campanha especial inverno,401362,121994,17689,952
08/02/2025,4871730,Relacionamento,CAMPANHA 2025 - Inverno,É hoje: campanha especial inverno,479833,179286,26907,520
19/03/2025,4299454,Equipe Marketing,CAMPANHA 2025 - Verão,Você foi selecionado(a) para descontos de verão,512200,113870,9250,1175
14/04/2025,4174547,Equipe Vendas,CAMPANHA 2025 - Volta às Aulas,Surpresa! Presentes de volta às aulas esperando por você,66121,17604,2517,80
27/05/2025,4623451,Equipe CRM,CAMPANHA 2025 - Liquidação,Preços imperdíveis nesta liquidação,183339,32450,3631,275
03/01/2025,4519206,Equipe Produtos,CAMPANHA 2025 - Aniversário da Loja,Oferta exclusiva de aniversário da loja só para você,789940,119313,22659,717
14/05/2025,4595246,Equipe CRM,CAMPANHA 2025 - Dia dos Pais,É hoje: campanha especial dia dos pais,377531,102827,5154,858
10/06/2025,4863715,Comunicação Interna,CAMPANHA 2025 - Ano Novo,Surpresa! Presentes de ano novo esperando por você,439701,84254,7109,589
17/04/2025,4509985,Comunicação Interna,CAMPANHA 2025 - Ano Novo,Descubra nossa nova coleção de ano novo,329644,100064,12799,361
16/04/2025,4704545,Equipe CRM,CAMPANHA 2025 - Férias,Só até amanhã: férias com frete grátis,152957,36367,6905,330
04/06/2025,4105737,Time Promoções,CAMPANHA 2025 - Liquidação,Últimos dias da promoção liquidação,319076,90475,5086,213
16/02/2025,4988076,Marketing Digital,CAMPANHA 2025 - Férias,Não perca: novidades de férias,778496,209321,31914,1649
21/04/2025,4082968,Suporte ao Cliente,CAMPANHA 2025 - Aniversário da Loja,Surpresa! Presentes de aniversário da loja esperando por você,318277,96492,6921,258
21/01/2025,4963424,Equipe Marketing,CAMPANHA 2025 - Dia dos Pais,Últimos dias da promoção dia dos pais,438618,97138,13934,218
24/01/2025,4761767,Comunicação Interna,CAMPANHA 2025 - Ano Novo,Oferta exclusiva de ano novo só para você,616700,127966,10502,503
26/04/2025,4205122,Equipe Produtos,CAMPANHA 2025 - Lançamento de Coleção,Você foi selecionado(a) para descontos de lançamento de coleção,788980,241815,19604,1437
01/06/2025,4182902,Relacionamento,CAMPANHA 2025 - Volta às Aulas,Preços imperdíveis nesta volta às aulas,118350,34235,2982,136
04/01/2025,4996615,Equipe Marketing,CAMPANHA 2025 - Ano Novo,Você foi selecionado(a) para descontos de ano novo,627032,148562,22425,421
08/06/2025,4832102,Equipe Vendas,CAMPANHA 2025 - Dia das Mães,Você foi selecionado(a) para descontos de dia das mães,161675,44738,5194,109
25/05/2025,4760045,Equipe Marketing,CAMPANHA 2025 - Black Friday,Preços imperdíveis nesta black friday,224439,37519,7736,288
12/04/2025,4182325,Newsletter Especial,CAMPANHA 2025 - Ano Novo,Descubra nossa nova coleção de ano novo,645570,217001,11475,795
20/04/2025,4368510,Time Promoções,CAMPANHA 2025 - Dia das Mães,Últimos dias da promoção dia das mães,286693,34403,6128,283
22/04/2025,4543241,Comunicação Interna,CAMPANHA 2025 - Aniversário da Loja,Só até amanhã: aniversário da loja com frete grátis,537644,167400,33380,1285
17/03/2025,4505268,Relacionamento,CAMPANHA 2025 - Dia das Mães,Surpresa! Presentes de dia das mães esperando por você,644506,151292,14555,1594
28/03/2025,4410001,Relacionamento,CAMPANHA 2025 - Verão,Últimos dias da promoção verão,43551,9431,583,81
08/05/2025,4556935,Newsletter Especial,CAMPANHA 2025 - Verão,Corre! Estoques limitados para verão,787568,232490,50326,1935
11/01/2025,4979080,Newsletter Especial,CAMPANHA 2025 - Verão,Só até amanhã: verão com frete grátis,594388,153430,25034,328
21/01/2025,4147559,Equipe Vendas,CAMPANHA 2025 - Verão,Surpresa! Presentes de verão esperando por você,379357,114711,5929,781
09/01/2025,4251612,Equipe Vendas,CAMPANHA 2025 - Férias,Surpresa! Presentes de férias esperando por você,608551,134268,12461,835
27/01/2025,4429040,Relacionamento,CAMPANHA 2025 - Férias,Não perca: novidades de férias,133680,26542,5700,202
17/01/2025,4808606,Marketing Digital,CAMPANHA 2025 - Natal,Descubra nossa nova coleção de natal,281362,90383,13476,579
23/04/2025,4953044,Time Promoções,CAMPANHA 2025 - Verão,Surpresa! Presentes de verão esperando por você,661756,217827,38471,402
03/05/2025,4721716,Relacionamento,CAMPANHA 2025 - Ano Novo,Oferta exclusiva de ano novo só para você,193274,63200,12593,445
03/04/2025,4476418,Marketing Digital,CAMPANHA 2025 - Inverno,Surpresa! Presentes de inverno esperando por você,766075,320239,37761,1587
11/05/2025,4143511,Time Promoções,CAMPANHA 2025 - Dia dos Pais,Não perca: novidades de dia dos pais,625605,219998,27144,952
29/03/2025,4781207,Relacionamento,CAMPANHA 2025 - Volta às Aulas,Oferta exclusiva de volta às aulas só para você,296455,63527,12067,209
28/02/2025,4811542,Time Promoções,CAMPANHA 2025 - Ano Novo,Últimos dias da promoção ano novo,40085,4810,353,61
21/02/2025,4236380,Equipe Produtos,CAMPANHA 2025 - Volta às Aulas,Descubra nossa nova coleção de volta às aulas,526056,175085,21502,402
17/01/2025,4852836,Time Promoções,CAMPANHA 2025 - Lançamento de Coleção,Só até amanhã: lançamento de coleção com frete grátis,725134,227542,36012,627
23/04/2025,4274414,Marketing Digital,CAMPANHA 2025 - Aniversário da Loja,Você foi selecionado(a) para descontos de aniversário da loja,431222,80144,4652,865
12/02/2025,4519766,Equipe Marketing,CAMPANHA 2025 - Dia dos Pais,Últimos dias da promoção dia dos pais,33907,9477,1125,32
